trial_id,trial_dir,method,scenario,lighting,group_type,gesture_label,trigger_family,trial_index,round_index,valid_capture,missed,n_frames,segmentation_purity_percent,predicted_label,inference_correct,recognition_efficiency
20260508.175210.979091,metric_tests\proposed_auto\normal\20260508.175210.979091,proposed_auto,normal,normal,lighting,swipeR,wrist_trigger,19,4,True,False,31,73.33333333333333,swipeL,0,0.0
20260508.175214.003042,metric_tests\proposed_auto\normal\20260508.175214.003042,proposed_auto,normal,normal,lighting,swipeR,wrist_trigger,20,5,True,False,30,96.55172413793103,swipeL,0,0.0
20260508.175217.042828,metric_tests\proposed_auto\normal\20260508.175217.042828,proposed_auto,normal,normal,lighting,Grab,scale_trigger,21,1,True,False,27,34.61538461538461,Grab,1,100.0
20260508.175222.082821,metric_tests\proposed_auto\normal\20260508.175222.082821,proposed_auto,normal,normal,lighting,Grab,scale_trigger,22,2,True,False,26,24.0,Grab,1,100.0
20260508.175225.328355,metric_tests\proposed_auto\normal\20260508.175225.328355,proposed_auto,normal,normal,lighting,Grab,scale_trigger,23,3,True,False,24,26.08695652173913,Grab,1,100.0
20260508.175227.571630,metric_tests\proposed_auto\normal\20260508.175227.571630,proposed_auto,normal,normal,lighting,Grab,scale_trigger,24,4,True,False,23,45.45454545454545,Grab,1,100.0
20260508.175232.114528,metric_tests\proposed_auto\normal\20260508.175232.114528,proposed_auto,normal,normal,lighting,Grab,scale_trigger,25,5,True,False,17,43.75,Grab,1,100.0
20260508.175236.563783,metric_tests\proposed_auto\normal\20260508.175236.563783,proposed_auto,normal,normal,lighting,Expand,scale_trigger,26,1,True,False,17,43.75,Expand,1,100.0
20260508.175239.236308,metric_tests\proposed_auto\normal\20260508.175239.236308,proposed_auto,normal,normal,lighting,Expand,scale_trigger,27,2,True,False,23,40.909090909090914,Expand,1,100.0
20260508.175244.723075,metric_tests\proposed_auto\normal\20260508.175244.723075,proposed_auto,normal,normal,lighting,Expand,scale_trigger,28,3,True,False,14,53.84615384615385,Expand,1,100.0
20260508.175250.754266,metric_tests\proposed_auto\normal\20260508.175250.754266,proposed_auto,normal,normal,lighting,Expand,scale_trigger,29,4,True,False,16,53.333333333333336,Expand,1,100.0
20260508.175253.715679,metric_tests\proposed_auto\normal\20260508.175253.715679,proposed_auto,normal,normal,lighting,Expand,scale_trigger,30,5,True,False,21,45.0,Expand,1,100.0
20260508.172005.494086,metric_tests\proposed_auto\scale_trigger\20260508.172005.494086,proposed_auto,scale_trigger,normal,trigger,Grab,scale_trigger,1,1,True,False,26,32.0,Grab,1,100.0
20260508.172007.669640,metric_tests\proposed_auto\scale_trigger\20260508.172007.669640,proposed_auto,scale_trigger,normal,trigger,Grab,scale_trigger,2,2,True,False,16,53.333333333333336,Grab,1,100.0
20260508.172012.598226,metric_tests\proposed_auto\scale_trigger\20260508.172012.598226,proposed_auto,scale_trigger,normal,trigger,Grab,scale_trigger,3,3,True,False,14,61.53846153846154,Grab,1,100.0
20260508.172015.541774,metric_tests\proposed_auto\scale_trigger\20260508.172015.541774,proposed_auto,scale_trigger,normal,trigger,Grab,scale_trigger,4,4,True,False,26,32.0,Grab,1,100.0
20260508.172017.907368,metric_tests\proposed_auto\scale_trigger\20260508.172017.907368,proposed_auto,scale_trigger,normal,trigger,Grab,scale_trigger,5,5,True,False,23,40.909090909090914,Grab,1,100.0
20260508.172023.447458,metric_tests\proposed_auto\scale_trigger\20260508.172023.447458,proposed_auto,scale_trigger,normal,trigger,Expand,scale_trigger,6,1,True,False,19,55.55555555555556,Expand,1,100.0
20260508.172026.280043,metric_tests\proposed_auto\scale_trigger\20260508.172026.280043,proposed_auto,scale_trigger,normal,trigger,Expand,scale_trigger,7,2,True,False,16,73.33333333333333,Expand,1,100.0
20260508.172028.933251,metric_tests\proposed_auto\scale_trigger\20260508.172028.933251,proposed_auto,scale_trigger,normal,trigger,Expand,scale_trigger,8,3,True,False,16,73.33333333333333,Expand,1,100.0
20260508.172031.575097,metric_tests\proposed_auto\scale_trigger\20260508.172031.575097,proposed_auto,scale_trigger,normal,trigger,Expand,scale_trigger,9,4,True,False,15,71.42857142857143,Expand,1,100.0
20260508.172037.030174,metric_tests\proposed_auto\scale_trigger\20260508.172037.030174,proposed_auto,scale_trigger,normal,trigger,Expand,scale_trigger,10,5,True,False,19,38.88888888888889,Expand,1,100.0
20260508.180229.250376,metric_tests\proposed_auto\wrist_trigger\20260508.180229.250376,proposed_auto,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,1,1,True,False,25,87.5,SwipeU,1,100.0
20260508.180231.986919,metric_tests\proposed_auto\wrist_trigger\20260508.180231.986919,proposed_auto,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,2,2,True,False,28,96.29629629629629,SwipeU,1,100.0
20260508.180234.690125,metric_tests\proposed_auto\wrist_trigger\20260508.180234.690125,proposed_auto,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,3,3,True,False,25,95.83333333333334,SwipeU,1,100.0
20260508.180237.346025,metric_tests\proposed_auto\wrist_trigger\20260508.180237.346025,proposed_auto,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,4,4,True,False,28,88.88888888888889,SwipeU,1,100.0
20260508.180240.417566,metric_tests\proposed_auto\wrist_trigger\20260508.180240.417566,proposed_auto,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,5,5,True,False,35,91.17647058823529,SwipeU,1,85.71428571428571
20260508.180245.425685,metric_tests\proposed_auto\wrist_trigger\20260508.180245.425685,proposed_auto,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,6,1,True,False,28,88.88888888888889,SwipeD,1,100.0
20260508.180248.514651,metric_tests\proposed_auto\wrist_trigger\20260508.180248.514651,proposed_auto,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,7,2,True,False,37,94.44444444444444,SwipeD,1,81.08108108108108
20260508.180251.346285,metric_tests\proposed_auto\wrist_trigger\20260508.180251.346285,proposed_auto,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,8,3,True,False,31,90.0,SwipeD,1,96.7741935483871
20260508.180254.338086,metric_tests\proposed_auto\wrist_trigger\20260508.180254.338086,proposed_auto,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,9,4,True,False,32,96.7741935483871,SwipeD,1,93.75
20260508.180257.601753,metric_tests\proposed_auto\wrist_trigger\20260508.180257.601753,proposed_auto,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,10,5,True,False,31,86.66666666666667,SwipeD,1,96.7741935483871
20260508.180300.562603,metric_tests\proposed_auto\wrist_trigger\20260508.180300.562603,proposed_auto,wrist_trigger,normal,trigger,swipeL,wrist_trigger,11,1,True,False,31,96.66666666666667,swipeL,1,96.7741935483871
20260508.180303.761980,metric_tests\proposed_auto\wrist_trigger\20260508.180303.761980,proposed_auto,wrist_trigger,normal,trigger,swipeL,wrist_trigger,12,2,True,False,30,96.55172413793103,swipeL,1,100.0
20260508.180307.346436,metric_tests\proposed_auto\wrist_trigger\20260508.180307.346436,proposed_auto,wrist_trigger,normal,trigger,swipeL,wrist_trigger,13,3,True,False,36,71.42857142857143,swipeL,1,83.33333333333334
20260508.180310.865697,metric_tests\proposed_auto\wrist_trigger\20260508.180310.865697,proposed_auto,wrist_trigger,normal,trigger,swipeL,wrist_trigger,14,4,True,False,33,96.875,swipeL,1,90.9090909090909
20260508.180315.250755,metric_tests\proposed_auto\wrist_trigger\20260508.180315.250755,proposed_auto,wrist_trigger,normal,trigger,swipeL,wrist_trigger,15,5,True,False,55,68.51851851851852,swipeR,0,0.0
20260508.180319.362221,metric_tests\proposed_auto\wrist_trigger\20260508.180319.362221,proposed_auto,wrist_trigger,normal,trigger,swipeR,wrist_trigger,16,1,True,False,26,44.0,swipeR,1,100.0
20260508.180322.434718,metric_tests\proposed_auto\wrist_trigger\20260508.180322.434718,proposed_auto,wrist_trigger,normal,trigger,swipeR,wrist_trigger,17,2,True,False,28,62.96296296296296,swipeR,1,100.0
20260508.180325.553279,metric_tests\proposed_auto\wrist_trigger\20260508.180325.553279,proposed_auto,wrist_trigger,normal,trigger,swipeR,wrist_trigger,18,3,True,False,35,35.294117647058826,swipeL,0,0.0
20260508.180328.450536,metric_tests\proposed_auto\wrist_trigger\20260508.180328.450536,proposed_auto,wrist_trigger,normal,trigger,swipeR,wrist_trigger,19,4,True,False,32,67.74193548387096,swipeL,0,0.0
20260508.180331.377840,metric_tests\proposed_auto\wrist_trigger\20260508.180331.377840,proposed_auto,wrist_trigger,normal,trigger,swipeR,wrist_trigger,20,5,True,False,32,54.83870967741935,swipeL,0,0.0
20260508.175805.163041,metric_tests\reference_spotter\dim\20260508.175805.163041,reference_spotter,dim,dim,lighting,SwipeU,wrist_trigger,1,1,True,False,30,55.172413793103445,SwipeU,1,100.0
20260508.175809.676250,metric_tests\reference_spotter\dim\20260508.175809.676250,reference_spotter,dim,dim,lighting,SwipeU,wrist_trigger,2,2,True,False,30,72.41379310344827,SwipeU,1,100.0
20260508.175821.693754,metric_tests\reference_spotter\dim\20260508.175821.693754,reference_spotter,dim,dim,lighting,SwipeU,wrist_trigger,3,3,False,True,0,0.0,,0,0.0
20260508.175829.898401,metric_tests\reference_spotter\dim\20260508.175829.898401,reference_spotter,dim,dim,lighting,SwipeU,wrist_trigger,4,4,False,True,0,0.0,,0,0.0
20260508.175839.308697,metric_tests\reference_spotter\dim\20260508.175839.308697,reference_spotter,dim,dim,lighting,SwipeU,wrist_trigger,5,5,False,True,0,0.0,,0,0.0
20260508.175844.314872,metric_tests\reference_spotter\dim\20260508.175844.314872,reference_spotter,dim,dim,lighting,SwipeD,wrist_trigger,6,1,True,False,30,79.3103448275862,SwipeD,1,100.0
20260508.175853.420835,metric_tests\reference_spotter\dim\20260508.175853.420835,reference_spotter,dim,dim,lighting,SwipeD,wrist_trigger,7,2,True,False,30,89.65517241379311,SwipeD,1,100.0
20260508.175905.854165,metric_tests\reference_spotter\dim\20260508.175905.854165,reference_spotter,dim,dim,lighting,SwipeD,wrist_trigger,8,3,False,True,0,0.0,,0,0.0
20260508.175910.956958,metric_tests\reference_spotter\dim\20260508.175910.956958,reference_spotter,dim,dim,lighting,SwipeD,wrist_trigger,9,4,True,False,30,58.620689655172406,SwipeD,1,100.0
20260508.175924.570936,metric_tests\reference_spotter\dim\20260508.175924.570936,reference_spotter,dim,dim,lighting,SwipeD,wrist_trigger,10,5,False,True,0,0.0,,0,0.0
20260508.175929.275127,metric_tests\reference_spotter\dim\20260508.175929.275127,reference_spotter,dim,dim,lighting,swipeL,wrist_trigger,11,1,True,False,30,62.06896551724138,swipeR,0,0.0
20260508.175933.980950,metric_tests\reference_spotter\dim\20260508.175933.980950,reference_spotter,dim,dim,lighting,swipeL,wrist_trigger,12,2,True,False,30,72.41379310344827,SwipeU,0,0.0
20260508.175938.682945,metric_tests\reference_spotter\dim\20260508.175938.682945,reference_spotter,dim,dim,lighting,swipeL,wrist_trigger,13,3,True,False,30,75.86206896551724,swipeR,0,0.0
20260508.175951.804367,metric_tests\reference_spotter\dim\20260508.175951.804367,reference_spotter,dim,dim,lighting,swipeL,wrist_trigger,14,4,False,True,0,0.0,,0,0.0
20260508.180005.932297,metric_tests\reference_spotter\dim\20260508.180005.932297,reference_spotter,dim,dim,lighting,swipeL,wrist_trigger,15,5,False,True,0,0.0,,0,0.0
20260508.180018.139409,metric_tests\reference_spotter\dim\20260508.180018.139409,reference_spotter,dim,dim,lighting,swipeR,wrist_trigger,16,1,False,True,0,0.0,,0,0.0
20260508.180026.254824,metric_tests\reference_spotter\dim\20260508.180026.254824,reference_spotter,dim,dim,lighting,swipeR,wrist_trigger,17,2,False,True,0,0.0,,0,0.0
20260508.180039.271444,metric_tests\reference_spotter\dim\20260508.180039.271444,reference_spotter,dim,dim,lighting,swipeR,wrist_trigger,18,3,False,True,0,0.0,,0,0.0
20260508.180044.171270,metric_tests\reference_spotter\dim\20260508.180044.171270,reference_spotter,dim,dim,lighting,swipeR,wrist_trigger,19,4,True,False,30,65.51724137931035,swipeL,0,0.0
20260508.180050.093762,metric_tests\reference_spotter\dim\20260508.180050.093762,reference_spotter,dim,dim,lighting,swipeR,wrist_trigger,20,5,True,False,30,82.75862068965517,swipeL,0,0.0
20260508.180101.194986,metric_tests\reference_spotter\dim\20260508.180101.194986,reference_spotter,dim,dim,lighting,Grab,scale_trigger,21,1,False,True,0,0.0,,0,0.0
20260508.180107.309701,metric_tests\reference_spotter\dim\20260508.180107.309701,reference_spotter,dim,dim,lighting,Grab,scale_trigger,22,2,False,True,0,0.0,,0,0.0
20260508.180116.831734,metric_tests\reference_spotter\dim\20260508.180116.831734,reference_spotter,dim,dim,lighting,Grab,scale_trigger,23,3,False,True,0,0.0,,0,0.0
20260508.180123.226085,metric_tests\reference_spotter\dim\20260508.180123.226085,reference_spotter,dim,dim,lighting,Grab,scale_trigger,24,4,False,True,0,0.0,,0,0.0
20260508.180132.445514,metric_tests\reference_spotter\dim\20260508.180132.445514,reference_spotter,dim,dim,lighting,Grab,scale_trigger,25,5,False,True,0,0.0,,0,0.0
20260508.180141.260066,metric_tests\reference_spotter\dim\20260508.180141.260066,reference_spotter,dim,dim,lighting,Expand,scale_trigger,26,1,False,True,0,0.0,,0,0.0
20260508.180146.769007,metric_tests\reference_spotter\dim\20260508.180146.769007,reference_spotter,dim,dim,lighting,Expand,scale_trigger,27,2,False,True,0,0.0,,0,0.0
20260508.180152.173762,metric_tests\reference_spotter\dim\20260508.180152.173762,reference_spotter,dim,dim,lighting,Expand,scale_trigger,28,3,False,True,0,0.0,,0,0.0
20260508.180157.579356,metric_tests\reference_spotter\dim\20260508.180157.579356,reference_spotter,dim,dim,lighting,Expand,scale_trigger,29,4,False,True,0,0.0,,0,0.0
20260508.180203.180733,metric_tests\reference_spotter\dim\20260508.180203.180733,reference_spotter,dim,dim,lighting,Expand,scale_trigger,30,5,False,True,0,0.0,,0,0.0
20260508.175116.018931,metric_tests\reference_spotter\normal\20260508.175116.018931,reference_spotter,normal,normal,lighting,SwipeU,wrist_trigger,1,1,True,False,30,89.65517241379311,SwipeU,1,100.0
20260508.175118.627003,metric_tests\reference_spotter\normal\20260508.175118.627003,reference_spotter,normal,normal,lighting,SwipeU,wrist_trigger,2,2,True,False,30,72.41379310344827,SwipeU,1,100.0
20260508.175121.058892,metric_tests\reference_spotter\normal\20260508.175121.058892,reference_spotter,normal,normal,lighting,SwipeU,wrist_trigger,3,3,True,False,30,79.3103448275862,SwipeU,1,100.0
20260508.175123.635713,metric_tests\reference_spotter\normal\20260508.175123.635713,reference_spotter,normal,normal,lighting,SwipeU,wrist_trigger,4,4,True,False,30,100.0,SwipeU,1,100.0
20260508.175126.194751,metric_tests\reference_spotter\normal\20260508.175126.194751,reference_spotter,normal,normal,lighting,SwipeU,wrist_trigger,5,5,True,False,30,96.55172413793103,SwipeU,1,100.0
20260508.175129.522783,metric_tests\reference_spotter\normal\20260508.175129.522783,reference_spotter,normal,normal,lighting,SwipeD,wrist_trigger,6,1,True,False,30,86.20689655172413,SwipeD,1,100.0
20260508.175132.355642,metric_tests\reference_spotter\normal\20260508.175132.355642,reference_spotter,normal,normal,lighting,SwipeD,wrist_trigger,7,2,True,False,30,89.65517241379311,SwipeD,1,100.0
20260508.175135.090922,metric_tests\reference_spotter\normal\20260508.175135.090922,reference_spotter,normal,normal,lighting,SwipeD,wrist_trigger,8,3,True,False,30,93.10344827586206,SwipeD,1,100.0
20260508.175138.450280,metric_tests\reference_spotter\normal\20260508.175138.450280,reference_spotter,normal,normal,lighting,SwipeD,wrist_trigger,9,4,True,False,30,89.65517241379311,SwipeD,1,100.0
20260508.175141.538795,metric_tests\reference_spotter\normal\20260508.175141.538795,reference_spotter,normal,normal,lighting,SwipeD,wrist_trigger,10,5,True,False,30,93.10344827586206,SwipeD,1,100.0
20260508.175144.675269,metric_tests\reference_spotter\normal\20260508.175144.675269,reference_spotter,normal,normal,lighting,swipeL,wrist_trigger,11,1,True,False,30,82.75862068965517,swipeL,1,100.0
20260508.175147.443992,metric_tests\reference_spotter\normal\20260508.175147.443992,reference_spotter,normal,normal,lighting,swipeL,wrist_trigger,12,2,True,False,30,79.3103448275862,swipeL,1,100.0
20260508.175150.211533,metric_tests\reference_spotter\normal\20260508.175150.211533,reference_spotter,normal,normal,lighting,swipeL,wrist_trigger,13,3,True,False,30,93.10344827586206,swipeL,1,100.0
20260508.175153.044203,metric_tests\reference_spotter\normal\20260508.175153.044203,reference_spotter,normal,normal,lighting,swipeL,wrist_trigger,14,4,True,False,30,75.86206896551724,SwipeD,0,0.0
20260508.175156.003806,metric_tests\reference_spotter\normal\20260508.175156.003806,reference_spotter,normal,normal,lighting,swipeL,wrist_trigger,15,5,True,False,30,82.75862068965517,swipeL,1,100.0
20260508.175159.218523,metric_tests\reference_spotter\normal\20260508.175159.218523,reference_spotter,normal,normal,lighting,swipeR,wrist_trigger,16,1,True,False,30,55.172413793103445,SwipeD,0,0.0
20260508.175202.978335,metric_tests\reference_spotter\normal\20260508.175202.978335,reference_spotter,normal,normal,lighting,swipeR,wrist_trigger,17,2,True,False,30,82.75862068965517,swipeL,0,0.0
20260508.175205.778886,metric_tests\reference_spotter\normal\20260508.175205.778886,reference_spotter,normal,normal,lighting,swipeR,wrist_trigger,18,3,True,False,30,48.275862068965516,swipeL,0,0.0
20260508.175210.546622,metric_tests\reference_spotter\normal\20260508.175210.546622,reference_spotter,normal,normal,lighting,swipeR,wrist_trigger,19,4,True,False,30,62.06896551724138,swipeL,0,0.0
20260508.175213.476483,metric_tests\reference_spotter\normal\20260508.175213.476483,reference_spotter,normal,normal,lighting,swipeR,wrist_trigger,20,5,True,False,30,68.96551724137932,swipeL,0,0.0
20260508.175216.805078,metric_tests\reference_spotter\normal\20260508.175216.805078,reference_spotter,normal,normal,lighting,Grab,scale_trigger,21,1,True,False,30,41.37931034482759,Grab,1,100.0
20260508.175221.875656,metric_tests\reference_spotter\normal\20260508.175221.875656,reference_spotter,normal,normal,lighting,Grab,scale_trigger,22,2,True,False,30,34.48275862068966,Grab,1,100.0
20260508.175225.203230,metric_tests\reference_spotter\normal\20260508.175225.203230,reference_spotter,normal,normal,lighting,Grab,scale_trigger,23,3,True,False,30,34.48275862068966,Grab,1,100.0
20260508.175227.811195,metric_tests\reference_spotter\normal\20260508.175227.811195,reference_spotter,normal,normal,lighting,Grab,scale_trigger,24,4,True,False,30,41.37931034482759,Grab,1,100.0
20260508.175232.322203,metric_tests\reference_spotter\normal\20260508.175232.322203,reference_spotter,normal,normal,lighting,Grab,scale_trigger,25,5,True,False,30,37.93103448275862,Grab,1,100.0
20260508.175237.165016,metric_tests\reference_spotter\normal\20260508.175237.165016,reference_spotter,normal,normal,lighting,Expand,scale_trigger,26,1,True,False,30,24.137931034482758,Expand,1,100.0
20260508.175239.458643,metric_tests\reference_spotter\normal\20260508.175239.458643,reference_spotter,normal,normal,lighting,Expand,scale_trigger,27,2,True,False,30,31.03448275862069,Expand,1,100.0
20260508.175245.154630,metric_tests\reference_spotter\normal\20260508.175245.154630,reference_spotter,normal,normal,lighting,Expand,scale_trigger,28,3,True,False,30,24.137931034482758,Expand,1,100.0
20260508.175251.419668,metric_tests\reference_spotter\normal\20260508.175251.419668,reference_spotter,normal,normal,lighting,Expand,scale_trigger,29,4,True,False,30,27.586206896551722,Expand,1,100.0
20260508.175253.890828,metric_tests\reference_spotter\normal\20260508.175253.890828,reference_spotter,normal,normal,lighting,Expand,scale_trigger,30,5,True,False,30,34.48275862068966,Expand,1,100.0
20260508.172005.269911,metric_tests\reference_spotter\scale_trigger\20260508.172005.269911,reference_spotter,scale_trigger,normal,trigger,Grab,scale_trigger,1,1,True,False,30,37.93103448275862,Grab,1,100.0
20260508.172007.957308,metric_tests\reference_spotter\scale_trigger\20260508.172007.957308,reference_spotter,scale_trigger,normal,trigger,Grab,scale_trigger,2,2,True,False,30,41.37931034482759,Grab,1,100.0
20260508.172012.998062,metric_tests\reference_spotter\scale_trigger\20260508.172012.998062,reference_spotter,scale_trigger,normal,trigger,Grab,scale_trigger,3,3,True,False,30,41.37931034482759,Grab,1,100.0
20260508.172015.333860,metric_tests\reference_spotter\scale_trigger\20260508.172015.333860,reference_spotter,scale_trigger,normal,trigger,Grab,scale_trigger,4,4,True,False,30,34.48275862068966,Grab,1,100.0
20260508.172017.781984,metric_tests\reference_spotter\scale_trigger\20260508.172017.781984,reference_spotter,scale_trigger,normal,trigger,Grab,scale_trigger,5,5,True,False,30,44.827586206896555,Grab,1,100.0
20260508.172023.702761,metric_tests\reference_spotter\scale_trigger\20260508.172023.702761,reference_spotter,scale_trigger,normal,trigger,Expand,scale_trigger,6,1,True,False,30,37.93103448275862,Expand,1,100.0
20260508.172026.597209,metric_tests\reference_spotter\scale_trigger\20260508.172026.597209,reference_spotter,scale_trigger,normal,trigger,Expand,scale_trigger,7,2,True,False,30,48.275862068965516,Expand,1,100.0
20260508.172029.237738,metric_tests\reference_spotter\scale_trigger\20260508.172029.237738,reference_spotter,scale_trigger,normal,trigger,Expand,scale_trigger,8,3,True,False,30,41.37931034482759,Expand,1,100.0
20260508.172031.926167,metric_tests\reference_spotter\scale_trigger\20260508.172031.926167,reference_spotter,scale_trigger,normal,trigger,Expand,scale_trigger,9,4,True,False,30,34.48275862068966,Expand,1,100.0
20260508.172037.429835,metric_tests\reference_spotter\scale_trigger\20260508.172037.429835,reference_spotter,scale_trigger,normal,trigger,Expand,scale_trigger,10,5,True,False,30,24.137931034482758,Expand,1,100.0
20260508.180228.994441,metric_tests\reference_spotter\wrist_trigger\20260508.180228.994441,reference_spotter,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,1,1,True,False,30,89.65517241379311,SwipeU,1,100.0
20260508.180231.763334,metric_tests\reference_spotter\wrist_trigger\20260508.180231.763334,reference_spotter,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,2,2,True,False,30,86.20689655172413,SwipeU,1,100.0
20260508.180234.354342,metric_tests\reference_spotter\wrist_trigger\20260508.180234.354342,reference_spotter,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,3,3,True,False,30,65.51724137931035,SwipeU,1,100.0
20260508.180237.122962,metric_tests\reference_spotter\wrist_trigger\20260508.180237.122962,reference_spotter,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,4,4,True,False,30,82.75862068965517,SwipeU,1,100.0
20260508.180239.923319,metric_tests\reference_spotter\wrist_trigger\20260508.180239.923319,reference_spotter,wrist_trigger,normal,trigger,SwipeU,wrist_trigger,5,5,True,False,30,86.20689655172413,SwipeU,1,100.0
20260508.180244.897760,metric_tests\reference_spotter\wrist_trigger\20260508.180244.897760,reference_spotter,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,6,1,True,False,30,68.96551724137932,SwipeD,1,100.0
20260508.180247.794328,metric_tests\reference_spotter\wrist_trigger\20260508.180247.794328,reference_spotter,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,7,2,True,False,30,86.20689655172413,SwipeD,1,100.0
20260508.180250.881531,metric_tests\reference_spotter\wrist_trigger\20260508.180250.881531,reference_spotter,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,8,3,True,False,30,82.75862068965517,SwipeD,1,100.0
20260508.180253.841773,metric_tests\reference_spotter\wrist_trigger\20260508.180253.841773,reference_spotter,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,9,4,True,False,30,100.0,SwipeD,1,100.0
20260508.180257.138072,metric_tests\reference_spotter\wrist_trigger\20260508.180257.138072,reference_spotter,wrist_trigger,normal,trigger,SwipeD,wrist_trigger,10,5,True,False,30,89.65517241379311,SwipeD,1,100.0
20260508.180300.098372,metric_tests\reference_spotter\wrist_trigger\20260508.180300.098372,reference_spotter,wrist_trigger,normal,trigger,swipeL,wrist_trigger,11,1,True,False,30,93.10344827586206,swipeL,1,100.0
20260508.180303.297449,metric_tests\reference_spotter\wrist_trigger\20260508.180303.297449,reference_spotter,wrist_trigger,normal,trigger,swipeL,wrist_trigger,12,2,True,False,30,86.20689655172413,swipeL,1,100.0
20260508.180306.626447,metric_tests\reference_spotter\wrist_trigger\20260508.180306.626447,reference_spotter,wrist_trigger,normal,trigger,swipeL,wrist_trigger,13,3,True,False,30,79.3103448275862,SwipeD,0,0.0
20260508.180310.307915,metric_tests\reference_spotter\wrist_trigger\20260508.180310.307915,reference_spotter,wrist_trigger,normal,trigger,swipeL,wrist_trigger,14,4,True,False,30,86.20689655172413,SwipeD,0,0.0
20260508.180314.258250,metric_tests\reference_spotter\wrist_trigger\20260508.180314.258250,reference_spotter,wrist_trigger,normal,trigger,swipeL,wrist_trigger,15,5,True,False,30,89.65517241379311,Expand,0,0.0
20260508.180319.105720,metric_tests\reference_spotter\wrist_trigger\20260508.180319.105720,reference_spotter,wrist_trigger,normal,trigger,swipeR,wrist_trigger,16,1,True,False,30,41.37931034482759,swipeL,0,0.0
20260508.180322.098872,metric_tests\reference_spotter\wrist_trigger\20260508.180322.098872,reference_spotter,wrist_trigger,normal,trigger,swipeR,wrist_trigger,17,2,True,False,30,55.172413793103445,swipeL,0,0.0
20260508.180325.027041,metric_tests\reference_spotter\wrist_trigger\20260508.180325.027041,reference_spotter,wrist_trigger,normal,trigger,swipeR,wrist_trigger,18,3,True,False,30,41.37931034482759,swipeL,0,0.0
20260508.180327.922009,metric_tests\reference_spotter\wrist_trigger\20260508.180327.922009,reference_spotter,wrist_trigger,normal,trigger,swipeR,wrist_trigger,19,4,True,False,30,58.620689655172406,swipeL,0,0.0
20260508.180330.850145,metric_tests\reference_spotter\wrist_trigger\20260508.180330.850145,reference_spotter,wrist_trigger,normal,trigger,swipeR,wrist_trigger,20,5,True,False,30,51.724137931034484,swipeL,0,0.0
